id,plz,price,rooms,space
1df09013-6851-41ba-adb2-73d551d7fe38,3008,1790.0,3.0,75.0
88687e3b-eb92-4c89-a2e5-a86495eb64bb,3011,5490.0,6.5,188.0
8419d89b-7e86-41d9-98ba-c58c39d56263,3005,3970.0,4.5,130.0
a3bef04e-3c87-492f-aa1e-1491189ad343,3012,3440.0,5.5,141.0
071ea957-c0b7-4fa6-b559-1db6c1957fed,3006,1590.0,3.0,62.0
f1f93436-e4d6-4317-b0da-6bd4a90166f9,3006,2320.0,2.5,91.0
ea371e93-76cc-4ce6-b2f6-090d2d498bc2,3008,2420.0,4.5,96.0
fbf90551-9e31-4e7b-a387-69cd70f4d075,3007,2580.0,4.5,100.0
9da5ec17-ee84-4091-9908-7544074dcdd4,3011,2700.0,2.0,72.0
42e7a4dc-4d3d-4f84-a7ec-af3d2cacbd7b,3005,3140.0,4.5,100.0
c8dc3e5e-bc97-41e5-971c-23e4f9c6cd6d,3007,2050.0,3.0,64.0
b4b3d0c1-8ae4-471b-98fa-bc1fb54ec0b0,3004,2000.0,4.0,78.0
720f2b64-7ed5-40db-a63d-025930c63038,3013,2450.0,3.5,99.0
957c7541-1777-41a6-934d-6ba929e8d51d,3015,2370.0,3.5,96.0
e8802122-bca1-482c-a566-dcaed5f4fd12,3012,2365.0,3.5,76.0
a61a9cdb-7048-4e90-a56d-6d38105afb9a,3018,2160.0,4.0,101.0
636bc520-c6ec-4e4b-918a-4862bf5af461,3014,2240.0,4.0,81.0
14639def-bbc7-4c48-8f65-739b6410898c,3007,3190.0,4.0,112.0
2ee8dc72-f2c8-459c-b3e1-726f5c2ba464,3011,1950.0,2.0,50.0
2a255442-8d28-40d6-ac62-ab298f5e8349,3013,2100.0,4.5,70.0
24f1ee49-8974-49d2-a893-4a2507380f4f,3006,4945.0,7.5,195.0
9ae02ee9-a198-4232-88d2-6c59d4144fb7,3032,2450.0,5.5,128.0
fa02132a-06ea-4459-8b47-684a9e581cee,3008,2720.0,4.5,123.0
19987b92-9b44-4b4b-91b0-e90b82ae9119,3018,1880.0,3.5,74.0
1ba5faf0-bce3-4681-8aa5-88f24f3df521,3005,2790.0,3.5,98.0
a1ef81e8-137e-4f65-a7be-c5aa8bb1b853,3005,3140.0,3.5,100.0
7d66d8ae-75b9-4792-93f1-e90de6a8c5f5,3015,2600.0,4.5,102.0
2ea3e368-8e9f-4acf-9f68-9a5b2a8f3a41,3011,3190.0,2.5,76.0
39e94cf4-b165-4581-92f2-d5e4b58fe5e4,3005,1995.0,3.0,122.0
b2eeac1a-6c82-4adf-aba4-9564d7f92000,3007,1890.0,3.0,66.0
6a068039-5fc9-4ece-a99b-3d68b2e8f991,3011,3750.0,3.5,116.0
160bb995-fb8e-491b-8499-cc934de7040b,3012,2740.0,3.5,92.0
cdd987cb-0838-4e30-b077-d9a56a4aeeb9,3011,5470.0,5.0,195.0
1fea5937-37e4-4020-81cc-f31d7606028c,3012,1470.0,2.0,45.0
3ce7b93a-baa3-4c99-b83f-b7e2fea3ef5e,3018,2170.0,2.5,92.0
74f10e52-9d0f-40e2-8f10-5b9afc87941f,3014,1860.0,3.5,75.0
26d610b2-22fe-4b41-82d2-88a78f2e63b4,3014,1758.0,3.0,63.0
f69e4eca-0fc3-42c7-bb53-366e779bf821,3018,1950.0,3.5,92.0
8af065d4-2878-4f07-9604-6d1244b6d529,3011,2745.0,3.5,72.0
a01f612a-3954-406f-a0e3-8e812c806cbf,3027,1690.0,3.0,69.0
e7ddb0ee-f30a-4fe2-b2db-75726df5bbb9,3013,1490.0,2.0,49.0
80d869cf-2ad9-4c18-b712-77924403fb21,3008,1655.0,2.5,56.0
93625dd6-b128-4bc7-a5c7-89b6eb6a2cad,3004,1600.0,2.5,61.0
63a3ac6e-5ad0-40b9-ab75-64129ec251ad,3014,1890.0,3.0,78.0
08c6b0db-7b07-4d78-8821-65c52b7b3030,3007,1050.0,1.0,22.0
09830924-2f1e-46ca-89c6-00089513586a,3011,1880.0,2.5,66.0
ec780731-a9a4-4771-84d3-1cd681c0a1a6,3006,1085.0,1.0,25.0
d1367f0a-683b-4597-87b1-47b08d07779a,3018,1710.0,3.0,61.0
1dfe325b-5640-4b34-8bd7-42b92c980705,3007,1380.0,2.0,54.0
57a29c02-e569-498d-885a-6f37f67a3617,3018,1490.0,2.5,58.0
99dd2b98-ff90-4b30-96db-36b53e864307,3013,1995.0,3.0,77.0
526e93a5-2138-432a-be32-57cf1ead340d,3008,2760.0,4.5,112.0
34e96321-12c9-4917-ae08-e9caaf84b6ec,3006,1520.0,2.0,60.0
615278bd-7118-41ab-aab3-22dd383f7303,3032,2420.0,5.5,128.0
e0682098-948d-4bae-982c-905a3c09a0e9,3011,2976.0,2.5,135.0
d49d3296-e5ae-4538-879a-26f79c11c200,3008,2485.0,3.5,90.0
9986bbaa-0b1f-4bf9-ae52-831b30a2679d,3027,2400.0,3.5,109.0
e5196163-2de0-4e77-a168-501b2210c984,3014,1980.0,3.0,54.0
710621bd-75a2-4746-b14e-0581703eb87c,3008,1440.0,2.0,48.0
883fa0ae-a702-4165-b655-dc523e9f4b69,3013,1550.0,2.0,52.0
59b79f71-f23c-4f1f-9e51-bfbc8e61bdc3,3008,2030.0,3.0,76.0
de2546d0-59c5-48e2-9b23-0ffb275b90bb,3008,2700.0,4.5,100.0
8a9b92de-d6bb-4667-a88d-b1a500e65fcc,3008,2710.0,4.5,107.0
cce015a1-a567-4fe2-b997-44db1c093f98,3027,2075.0,3.5,78.0
08e9007f-a1be-4089-867c-082a0dbca912,3008,2620.0,4.5,112.0
3f0bb22a-872b-4987-b40a-aa9251f2ac5a,3007,2100.0,3.0,74.0
29f9b6a4-42e7-402f-8eb2-3f58e9d5667c,3015,2699.0,3.5,93.0
e2875278-d516-4665-9d57-7887b8447e76,3013,5490.0,5.5,162.0
8341ea00-f744-4172-8ee6-afb4772cb46c,3007,2050.0,4.5,95.0
41f7a587-7cae-409e-b3c2-fb34c46764f9,3008,1630.0,3.0,61.0
70abcf6c-1c25-4536-81a6-3714422cece2,3018,1850.0,3.5,78.0
fefc5803-5a2e-4d4b-91d9-b493e44c328d,3018,1660.0,3.5,75.0
870f2bcc-03e7-4fbc-a6d7-f2c1a61f3a40,3006,3170.0,4.0,124.0
49ac3f57-49f6-4c83-9b18-67b391bc8f08,3013,3900.0,3.5,110.0
e18689bd-91c8-4a7f-bbb0-f0b7af3c5c13,3018,2520.0,3.5,82.0
0209a9c4-43d4-42e1-8391-d3c1770af3e2,3006,3403.0,4.5,128.0
14152ba6-8efb-488c-8168-0d595729c3cd,3012,1300.0,1.0,30.0
df8300bb-0601-4dad-97fe-39c7387426c7,3027,1554.0,2.5,60.0
ccfb9d6a-8c2f-49d6-be65-585458b2448b,3014,2200.0,2.0,65.0
2ef7110e-5685-44b0-a560-5f61fba8d031,3012,1550.0,3.0,57.0
886df4fd-c6b1-4acf-9074-047744be6ffe,3012,1900.0,2.5,55.0
238a4fb5-1158-448b-957f-9eb65c60b734,3015,1550.0,1.5,50.0
53f45664-9780-47a3-9ccc-b22859c10776,3006,1550.0,2.0,58.0
c59b9e5d-c5bc-4f4b-886f-f15b27fc43b9,3013,2960.0,4.5,130.0
a22499a9-5e67-445b-96b4-c83a05c6c89e,3013,1910.0,2.5,66.0
decf0ac4-e927-4a43-b016-bfff7d2207e1,3008,1480.0,2.0,48.0
8d4dcc8c-b2b0-433c-b42f-3d6501665b53,3006,2405.0,4.5,96.0
c9d5a565-446d-43f5-b5ac-ff31c7726023,3006,2070.0,4.0,94.0
e23c5094-882e-4e32-b16f-b459a1c13d34,3007,1930.0,2.0,60.0
0e58ff65-3b06-448e-b835-6d46c0f4a0a3,3007,3360.0,4.5,106.0
b0481df1-5325-46c9-865b-2521d1d0e927,3012,1990.0,3.0,64.0
c3cc569d-a474-4b0a-82fb-2fbad6aabd95,3014,2110.0,3.5,104.0
2a828e7a-9b54-4b10-af95-3f2aa26c8a2c,3012,2970.0,3.5,111.0
0e87b882-0d4f-49df-9652-b6e1b775a5bb,3018,1490.0,2.5,53.0
b9e24d10-1323-4729-b9f9-709f413c2b7d,3005,3320.0,4.0,126.0
524b1812-01a9-498c-b43b-d8721edf8607,3014,2170.0,4.0,92.0
a155e9c8-d7a9-40f1-a106-a0e61ecbc884,3018,1550.0,2.5,55.0
45dfc2b8-a2ae-408f-abd6-af0d47a7785b,3027,2310.0,4.5,87.0
353cdfad-a230-4c60-a870-859bdf809e5e,3027,2195.0,3.5,76.0
72d09fa6-8951-44f0-aab1-e24c288c6562,3027,2390.0,4.5,85.0
42ea3463-06a0-4495-93fd-4ba0ba9c2b3e,3014,2291.0,3.5,84.0
59536b6c-f8dd-42a4-a3e4-292cf1b2b256,3027,2140.0,3.5,74.0
b8207653-b54d-4bf7-a67a-1f906809a948,3006,1790.0,2.5,49.0
b5f2c4d8-5e09-4e26-af75-2c2fa4bb8921,3027,1490.0,3.0,75.0
370fb248-a4a1-492e-a64e-06cba283336c,3027,2410.0,4.5,87.0
9994fd21-b2c6-4c00-81b2-b577e733cb9c,3011,2730.0,2.0,95.0
b8ba322a-74c8-4779-b592-76b542148ffc,3011,3255.0,2.5,108.0
1c0c43bc-e95a-4916-a592-1cce015a30b5,3006,1795.0,3.0,70.0
6c80e7a3-d875-4e93-839d-dffe30ced73d,3006,2190.0,4.5,104.0
79dc9170-2297-43f3-8b76-684edcc254f9,3014,1850.0,2.5,54.0
53240882-7306-4394-9a1e-299e64f052c4,3007,2585.0,4.5,98.0
2c0595ef-e89b-4b57-8386-10f8dfc6c678,3007,1640.0,3.0,64.0
3a9ad46d-c725-4c7e-aad3-ee3cce324047,3007,3030.0,4.5,102.0
297f1e86-56c2-476f-b620-e1e43a81b322,3007,1530.0,2.0,46.0
3206618d-55ac-4e72-bacb-1c4cc267fd26,3013,2600.0,2.5,98.0
773c7e8c-a331-49c2-9c8c-b9f4a5e75890,3006,1890.0,3.5,80.0
9b5d0c41-dcb5-4fe1-93ed-6d772940d88a,3014,2180.0,1.0,56.0
a2fa0864-edfd-4335-9b3b-14ea27ed2e52,3014,1690.0,2.0,43.0
8cc4d530-1a40-4927-9171-a9aa4fb30f11,3006,2300.0,3.0,87.0
9bf1f28c-e48a-4030-9236-04db44c122f1,3011,1395.0,1.0,35.0
bde3398d-c75f-4244-a459-4bb5b86c4605,3012,2390.0,3.0,93.0
f37221d5-cdd5-4262-9c59-9ae45f8ce5f8,3013,1470.0,2.0,48.0
a5af597d-c121-4cbd-b200-79f6214ca78d,3006,1780.0,3.5,88.0
8801aeb9-2217-4b6d-a69f-5f577c155e82,3006,2000.0,3.0,70.0
24d4eb54-a7c0-441b-9509-da7fbf316123,3004,2350.0,3.0,65.0
48fceb72-8f52-41d9-a765-4c1a4e693891,3013,1840.0,3.5,59.0
db424a02-2124-4db5-85a2-bcb3c7f6ed85,3007,2450.0,4.5,125.0
cbb7580e-f636-4d7f-93f8-a13ec421b1ec,3011,2190.0,2.5,105.0
913495b9-d0d6-4f5f-9413-0d064c09fcab,3007,2540.0,4.0,118.0
ff75dac8-dd74-4b67-abd7-174a0c93cff2,3007,2230.0,2.5,72.0
66d62940-17a2-4380-bea5-d6c4f6c05a34,3007,2580.0,3.5,79.0
b27e601f-a4d4-4877-8c50-f4e1e4bf109c,3007,2580.0,3.5,77.0
5a8fa02d-1ec0-42f9-9147-5bcd9d1323e1,3014,1980.0,3.0,83.0
8562fd71-06cb-4859-bba4-7858be3ae410,3014,1510.0,2.0,38.0
9a8dc17b-b317-442e-8f72-b41f2d34101a,3012,1680.0,2.0,54.0
32143440-8f13-47a8-9105-63f37c085979,3005,3650.0,2.5,85.0
e8b74197-06b4-4a6e-a9f8-a3fc7d9ac9ea,3004,1964.0,3.0,69.0
584b57e7-354f-41a0-b87a-c1c2caf01e43,3012,1810.0,2.0,73.0
54bda169-f8da-4c20-a6e3-de4f9b060c15,3004,1980.0,3.5,68.0
aa9fceac-ab3e-42e7-9c23-a8242649e9c7,3012,1710.0,3.5,70.0
10eddf5b-c9f5-490e-b121-c546e41cdbe7,3018,1465.0,2.5,53.0
a8d42a15-3fec-45a3-8e81-144e155e3fe7,3018,1545.0,2.5,53.0
ca727b69-0434-4673-abd6-0081133675a5,3018,1465.0,2.5,53.0
61b45f4d-3584-4f77-8eac-dae8d9af9342,3027,1890.0,3.5,79.0
2ce1a122-7562-4ae9-8d8d-5f694d02e3ea,3011,3450.0,3.0,96.0
49f0ffb6-18ae-4de4-9e6e-824f06c4be96,3014,2020.0,3.5,70.0
0f68372b-ac58-49ef-8e7d-6fa8edd2d75a,3011,1500.0,1.0,147.0
03adb92a-c3d7-4b03-9550-a8d313e4fa2e,3011,2690.0,2.5,85.0
15b2a13b-635b-462c-bba9-7a704c1e594a,3011,2800.0,2.5,74.0
bd48df8b-2a3b-4400-a441-6840cb1b3ed0,3008,2045.0,2.5,73.0
bede3403-e25f-46c3-8c89-795be1346a54,3014,2550.0,1.5,93.0
444ba4e4-b135-49e7-bcc5-b34de35ae26f,3027,1620.0,2.5,74.0
c4def12b-23be-4750-9751-c0c8f1e5a044,3014,1520.0,3.5,66.0
77497c92-a0be-40d9-a0b3-378cd5d3663b,3013,2040.0,3.5,72.0
546908fd-b1c0-4869-8aea-2f69094da41a,3018,2005.0,4.5,89.0
e7d29d0b-bd32-4237-a4c9-ade27fa3c790,3018,2095.0,4.0,83.0
13ed1c42-6453-4e74-98ac-9050e88269c9,3008,2210.0,3.5,84.0
4ae37d76-bcea-4844-b51f-978edbbc9029,3004,1390.0,3.5,64.0
a7258e6a-0f89-4473-abe4-3a2c0adc0210,3012,1620.0,2.0,45.0
ded5922c-0368-49b6-8420-90e754f0a6f7,3007,1905.0,3.5,70.0
869628d1-418e-43b0-9337-362e239777ec,3008,1490.0,2.5,57.0
2b69189e-7680-4213-aa71-480500a18b50,3011,1820.0,2.5,53.0
64ca8fa3-fab7-4009-9d4f-2c69f5f8afea,3011,1825.0,2.5,51.0
d00111e1-d6a7-4b3c-8350-96929368fbe4,3007,1850.0,2.5,55.0
94ba2956-b9c5-43c5-8c4b-646af3bf0a21,3011,1715.0,2.0,61.0
6fb78261-dc17-464a-ad75-95b99cc9cc5d,3007,2100.0,3.5,75.0
a56432b7-e0bd-414e-a35e-4132dc4c5499,3008,1830.0,2.5,55.0
4256bf67-1a11-4dc2-860c-21ae59bc85e8,3013,2430.0,2.5,85.0
c31e539a-bed8-430b-ac75-bdbb257ea5cb,3018,1630.0,3.5,65.0
982d49be-a7a4-4839-b211-aafc44969829,3018,1250.0,2.0,53.0
77da82f2-1742-4cd6-873e-33099483b328,3013,1550.0,3.5,62.0
e9dc9b3c-0ac9-4578-a39f-c899363b333f,3027,1590.0,3.0,62.0
e99df259-5ed9-4d38-a08c-1a76e234b1dc,3005,2225.0,3.5,60.0
f1b752f6-8554-49ab-a1aa-85d6fbb0ba87,3007,1702.0,3.0,77.0
3e353544-3afb-4391-85ce-9b65c29930ad,3012,1560.0,2.0,41.0
305a6d44-4fa8-4b36-9381-4213d941609f,3007,2250.0,4.5,122.0
24abf2bf-f330-435f-8bed-2859764c4e5e,3011,2882.0,2.5,62.0
67d1641e-0842-45a3-a232-bd0bc5aa2708,3012,1545.0,2.0,41.0
8d5cfc16-8456-481b-b118-70c0b728e852,3008,2010.0,1.0,30.0
c51c577d-c708-40a2-b162-e6ca2260c845,3007,1926.0,1.0,30.0
5049176a-fb89-4af4-bdc4-310960fa8c55,3012,2250.0,3.5,70.0
e60d6f0c-caf4-434f-9375-9db50f02425d,3005,2870.0,2.5,116.0
aa0d370f-b05c-4fd9-a97a-ee801ef41dd1,3018,2280.0,4.5,90.0
d3286f3a-7e9f-47be-8634-aded30b30bc2,3005,2870.0,3.0,116.0
5f533b27-ea64-4cf7-940f-1ee1ffa5ba5b,3005,2870.0,3.5,116.0
e28fae8b-73b6-40d1-8fb8-4e3b6e56330e,3006,2300.0,2.5,98.0
1122addf-3e13-447e-8bd2-fab25b721f39,3018,1710.0,3.5,73.0
1a106f13-29b0-4621-93ba-12f09b59dba0,3018,2180.0,4.5,96.0
51f64fdf-2113-44df-8bf3-31013326c04f,3012,2060.0,3.0,68.0
c72742e5-f67c-4d41-8f37-1cd9ecfa8857,3027,2880.0,5.5,119.0
b89a34e0-0234-4590-aaa5-b0b0816cad3e,3027,2440.0,4.5,108.0
b6907a8f-be65-4217-ab40-cf4041014888,3008,2650.0,3.5,94.0
e6abb46d-45e6-4566-9342-f2333fe5c263,3007,1400.0,1.5,32.0
75eccd81-d7ce-458c-8885-689ebe0ff653,3007,2090.0,2.0,42.0
44c533dc-0861-41e9-8294-2f001f61f110,3006,2230.0,2.5,58.0
d7f90b2b-9c47-45ec-b1ba-3f9879059ae7,3008,1730.0,3.0,68.0
ea65d74d-477c-4f6e-a61e-1776b9331578,3006,3100.0,3.5,88.0
b1827cba-18d4-46f3-a206-4536276bc336,3006,2600.0,4.5,90.0
a9744ae8-4112-45be-ae8d-b40464ef39a5,3005,2570.0,2.5,41.0
d9e512ef-55ad-41b0-9335-0721d20da6a4,3027,1970.0,3.5,72.0
27b0ac02-f107-4854-9fa2-ba3bb5023048,3006,3742.0,5.5,137.0
453613d8-8fc7-459d-b75d-1a2a354bd937,3011,2400.0,2.0,66.0
59dc90f6-5aa3-400e-9d1e-6313489e69fd,3007,1720.0,3.5,89.0
5f81c50d-0512-4f59-af73-77e118bf7256,3012,1560.0,3.0,59.0
db22e07d-d7fd-45d0-a5ab-507a09c42f3e,3011,1750.0,2.5,59.0
63677285-1e3a-4351-ba7b-92a32f987920,3013,2110.0,3.5,90.0
48e03ae9-7cf8-45c5-9659-023d16ecd762,3007,915.0,1.0,20.0
9562d2df-b1cb-41eb-a177-375d09216530,3018,1545.0,3.0,75.0
a0da0bd6-6c7c-4a44-be8f-9e457bc15fda,3018,1528.0,4.0,93.0
69a20a64-257f-4447-b863-4707478a73c6,3013,1830.0,2.5,66.0
7972d943-14da-4a43-9b2c-20c4ddb926fe,3013,1900.0,2.5,71.0
d1aa8f69-1005-4d8e-aac5-81b4e157c695,3006,1530.0,2.5,54.0
5288bb6b-b377-4a08-9946-55a46d029fd2,3006,2106.0,3.5,78.0
6830f4d9-cf67-4fd1-b149-cc815b2732b3,3006,1980.0,2.5,60.0
7ff49b37-91b4-4c17-9901-1e3f1ed39589,3014,1950.0,1.0,23.0
8d53eaf2-f8c0-4f32-a701-830b3e49d8a2,3012,3130.0,4.0,100.0
8c50eda4-15e5-4d3f-bca8-4765e64e4e54,3013,3260.0,3.5,104.0
9cec6944-f432-4fdb-8ee1-967270a431fe,3007,1820.0,1.0,26.0
0f46c7f5-7c8e-4901-be54-3ce2e0f9eb93,3004,1440.0,2.0,61.0
9c5a3441-9918-454a-89f9-1adcd12880cf,3007,1704.0,3.0,76.0
58b0b222-142d-4818-9367-9801de7d316c,3011,1260.0,1.0,20.0
070bd13f-66bd-4b2c-8923-4f3e077ec454,3008,1560.0,1.0,25.0
0c85f931-9adc-4de6-97d2-2384433d2506,3015,1990.0,3.5,84.0
b3b51691-d543-4416-a141-4907b043cb06,3006,2750.0,4.0,100.0
5472eb30-3d93-4631-8db6-d7049f12797b,3015,1940.0,3.5,95.0
e1286a01-2bdf-4a1f-a7c5-5ce3e06521ec,3007,400.0,1.0,20.0
6060638c-9304-4406-b8aa-030f2ec3e45a,3007,1950.0,2.5,60.0
034cdb23-e5e2-4524-b0cb-1618f66c06cc,3013,2440.0,4.5,100.0
f965bd55-8e68-4fb8-8780-a30fc6380b6a,3013,3100.0,4.5,125.0
13ad84a2-28a4-4dc8-98bb-f1da98bf6eac,3014,2190.0,3.0,75.0
705b8019-bb05-40ca-9c02-162e5d2fa7bb,3018,1595.0,3.0,70.0
41310bdb-7028-47f3-b9c8-3fab98442515,3018,1680.0,3.0,62.0
f5e159a5-953d-4c94-88bd-65b908abf2c9,3014,1920.0,1.5,105.0
f8f9875f-4ba5-4f19-9493-e7318ad83299,3011,3150.0,3.5,94.0
e6a2ced0-67a4-481d-9837-d0863ce9f784,3027,1350.0,1.0,38.0
e34e724f-63f6-47c1-a99e-6290cf9a044d,3014,2380.0,3.5,83.0
ef13c207-f0d5-4c8c-bd88-48cbce29d715,3006,1780.0,2.5,60.0
5f5de9b6-d523-49ca-bd3f-fb23eb10b57d,3013,2470.0,3.5,105.0
a12121fe-a8f0-4fe7-9730-38a220e565ed,3027,1680.0,2.5,76.0
d0d32b34-0572-481f-ab00-877ab0aab1fa,3027,2585.0,4.5,108.0
2b0fec8b-6bad-45e9-a5d2-9334b6cdf876,3027,2350.0,3.5,95.0
340df705-03a3-4358-9d15-9c7776bcaf19,3007,1790.0,2.5,70.0
bea0768f-71ce-4310-b31d-3d3cc14e92a4,3007,2150.0,2.0,80.0
261b4cdd-fe4c-4693-8a2e-bfa9299113a3,3007,1960.0,3.0,79.0
040cf463-b81a-4cfb-ac5b-07396ce8e758,3011,2985.0,4.5,111.0
6ec0e743-b3f9-400d-97bc-b48765d8de23,3013,1980.0,2.5,60.0
a7633c5d-2b03-41e4-a092-8c844b1cc465,3008,2100.0,3.0,65.0
b3261bc6-0603-4a68-b412-12c0b6129b49,3012,2050.0,3.5,76.0
94b78fb7-cb8f-466f-b15e-4eb8ff0945f4,3012,2247.0,3.5,85.0
3f5dadca-c9a9-44d3-8400-7eb2a11b128e,3012,1780.0,2.0,65.0
3c205ef3-7f12-4eb6-b11c-eddd5e3ec2ba,3004,1670.0,4.0,68.0
44f7629e-0f2e-4578-9972-fb2efc03b13d,3005,1845.0,2.0,63.0
e98b6134-b322-4e05-91b9-fea1b5c13c73,3014,2080.0,3.5,97.0
9abf9682-a908-40ad-8a5f-56785a133dc5,3014,1800.0,2.5,75.0
c308878d-9faa-403a-b7a1-7c36dc288cd5,3018,1790.0,3.5,80.0
53e7ba5b-f5fb-4c50-b476-679e87152d11,3007,1640.0,3.0,66.0
f7fa514c-d016-4b33-b081-8ba0b1cda17a,3007,2190.0,3.5,79.0
c5d9affb-00c1-4194-a14d-d1e7e2949c16,3007,1640.0,3.0,66.0
2ae2b0ad-abc0-4acf-bb1c-312765bf4f79,3014,1500.0,2.0,51.0
14398ddc-b77a-4e69-a816-887c6d55c8d8,3014,2600.0,3.0,84.0
7f38e576-4c04-4c97-9a11-2387e6040866,3014,2600.0,3.0,84.0
c5223425-0067-4692-82b4-271a9201ee27,3014,2880.0,3.5,103.0
de39a970-321d-4c93-9234-372a5e7f0d9a,3014,2880.0,3.5,103.0
1fef60c0-df0d-46c1-a5f4-56fe80c10c8f,3018,2195.0,3.5,93.0
8f09840a-6450-4f8b-8a34-3fa9440915fe,3014,950.0,1.0,18.0
cb20bad1-cd8c-40a0-8b24-ce06c7f57053,3014,1210.0,1.0,23.0
eba68876-89ca-4eb9-82fa-2d0bf2345d33,3027,2400.0,4.5,87.0
a8e01f8d-9dcc-4845-a282-34d8a42c9abf,3013,1290.0,2.0,40.0
1d637a12-6d9a-4854-bf62-d2fc27439c69,3011,1643.0,2.0,45.0
db2a862b-4528-4c82-ba81-d384473e2a2d,3012,1690.0,3.0,68.0
02715675-1ed2-4aae-8940-194169007d16,3014,2130.0,3.5,97.0
4727e75c-a09c-4cb5-90cf-41fad6be68de,3007,1900.0,3.0,65.0
6b95b097-02a3-4701-8bb4-d0cd04a9a04f,3007,1950.0,3.5,79.0
b72d4367-d0b5-4fb2-bc8f-3db86371ca55,3027,1070.0,2.0,40.0
b4aab1e6-8193-42ad-af25-64b1821483b8,3012,2450.0,3.5,85.0
a4f88b80-5c7e-4452-92d2-26dcce3e6680,3012,1610.0,3.0,56.0
134ee316-3606-4451-a4c9-ec7be59aa7ec,3012,1080.0,1.0,28.0
9a4b695f-f7ec-426f-8675-9b980f61ee0c,3012,2500.0,3.0,98.0
